author,id,name,rating
Author 7,19ce64a4-82a8-4d71-a8c0-73efba56fa40,Book 14027,5
Author 8,3d0e5256-fd5c-4d16-bfc4-a198b41595ec,Book 14028,3
Author 9,6964d938-4586-43bb-a2c6-c32d58171af3,Book 14029,3
Author 10,e3eb6006-d7f3-40b6-a9c3-746e0060a1d6,Book 14030,5
Author 11,2950e7e6-a631-4fcc-8af0-2fd849831c90,Book 14031,5
Author 12,8b2fad4c-0a08-4791-9b3c-d6f6bb426ba2,Book 14032,3
Author 13,bade2d8f-3515-421d-9363-9f229df22f69,Book 14033,2
Author 14,a5946331-1dfa-4a44-92ac-53758a06d9bc,Book 14034,5
Author 15,3951fa77-8310-4553-bd49-1f201fa5d085,Book 14035,3
Author 16,09a21943-401e-4d35-ba06-483d81df9d4e,Book 14036,4
Author 17,5dd6bbad-a49c-4c98-b7e2-d7065c538a2f,Book 14037,5
Author 18,9026183e-ad21-45e0-a7ab-ba50fc2d6452,Book 14038,3
Author 19,244e2f99-bb89-4aec-88a3-dd5f30f31acd,Book 14039,3
Author 0,2b446fd6-1579-4786-8254-e3327ccaebe0,Book 14040,4
Author 1,6b23279c-475a-4af4-8a18-d0a7adcc6a0c,Book 14041,5
Author 2,bc63e52e-975b-4251-bfa2-82435d2cf188,Book 14042,3
Author 3,a7d0b96e-0ab8-4faf-a2d1-fa29c71273cf,Book 14043,1
Author 4,caa882ad-1b3e-48a0-ab29-69242f661676,Book 14044,3
Author 5,db481b26-86f3-4664-94fa-411f036c5e55,Book 14045,4
Author 6,649a2204-6db2-4696-897f-e7767f245813,Book 14046,2
Author 17,57de658a-0545-4f1d-80ba-9e56d0aa5e19,Book 877,3
Author 18,c86e7fb7-a94a-4569-b127-b98ff46c19cf,Book 878,3
Author 19,e736ab60-4a9d-4f55-b5e3-d14080f33c52,Book 879,1
Author 0,69e4808a-91bf-4a5e-9ce8-3dce2a282196,Book 880,2
Author 1,f8dcfd7b-0048-4c7b-b176-5ef6f3da3067,Book 881,5
Author 2,c77ca64d-c182-4f29-a596-eee191e4e8fa,Book 882,1
Author 3,5d60c0a0-9019-4e18-8128-d1cbde9f99b3,Book 883,4
Author 4,bc34e9a0-85f4-46e2-aa3d-7aa89974be0a,Book 884,4
Author 5,9e103015-9d59-4edf-b6f1-bb224f4c77a3,Book 885,3
Author 6,06079470-414d-4bde-8cc0-f6e4558af7c9,Book 886,3
Author 7,4e4b7ac3-592f-4279-b5f6-374c357a9179,Book 887,2
Author 8,db0a6ca2-b90b-46f7-9feb-20b0700672e0,Book 888,1
Author 9,9432b650-0326-4e48-8d2c-218f212d1eb2,Book 889,5
Author 10,4aead729-9cc5-4650-aee6-80b1ae104cdf,Book 890,2
Author 11,f6ade953-2002-4647-864e-198f1e171bb3,Book 891,1
Author 12,b5ce0e60-8903-4db5-9329-86673c08837c,Book 892,3
Author 13,f8a20d51-c2e9-4ccd-95df-531befffcb7f,Book 893,4
Author 14,b9483e51-0a51-405f-a4dc-65d02917518f,Book 894,4
Author 15,fdabff85-50c2-455f-93c8-0968f576e2b4,Book 895,2
Author 16,dd63fae4-1e68-48b6-b746-1234fc36bb4d,Book 896,1
Author 17,95331af2-20d2-4e9a-9c4a-14e996b54d21,Book 897,1
Author 18,875ff128-dea2-403f-b1bc-6f6046b83ad3,Book 898,4
Author 19,1a296167-72f9-4633-9255-3450c688c92f,Book 899,4
Author 0,74573202-c172-460e-aeaa-dbe37ed9f3d8,Book 900,5
Author 1,bbf9028b-5ad5-4eff-9f1a-898f82893bab,Book 901,1
Author 2,61c94f04-7d69-46a2-b00b-e196b6714346,Book 902,1
Author 3,75596899-0487-4aa5-99d1-dfb14943569b,Book 903,5
Author 4,2deaa66f-d8b4-4e02-abf6-d06ea05b24eb,Book 904,4
Author 5,8502c518-7622-4d99-bccb-570ae6a0c7c9,Book 905,3
Author 6,6a50a2a3-37a9-4067-b5d7-74d9f77cc9c6,Book 906,1
Author 7,8ae478af-f71b-4335-bd30-5107d98bed6d,Book 907,2
Author 8,06e49e41-3d3d-4dcc-a7ad-8f5c0e0c4641,Book 908,4
Author 9,d1b31cfe-1312-4216-bffc-d3253b1e4c93,Book 909,1
Author 10,10efd8f2-979d-41f0-b050-bb0b39399d15,Book 910,4
Author 11,e3178ae5-6918-4cdf-bb2e-08e7bc80b844,Book 911,1
Author 12,ae09e9b6-5928-447d-8117-b71e77b46cf6,Book 912,4
Author 13,d12f2cad-b597-49fc-8ca2-a6f971d53d37,Book 913,5
Author 14,34eae2f5-9441-4a01-afbc-7e9e956a8cc2,Book 914,5
Author 0,23eb7adf-3d9a-4288-9168-49946a2051f3,Book 9760,4
Author 1,9d926e16-d91e-4f5d-9c8a-12c86b20b9f6,Book 9761,4
Author 2,644bf33f-3f88-4b5c-bf92-64cb32eae5e7,Book 9762,1
Author 3,0df34ac6-b30a-4e54-88e8-f149a8ad575c,Book 9763,3
Author 4,439896c2-4b8e-4b2e-8f17-14ef13b40cf3,Book 9764,4
Author 5,1b7a6aa2-d8ad-4caa-9ea8-13bfe8466a3d,Book 9765,3
Author 6,2a10107f-4a33-4e13-b278-77242e9233c6,Book 9766,3
Author 7,1ff8d6f8-569f-41d5-87a2-028ec9ad08ef,Book 9767,4
Author 8,ab94ee73-8bfe-4960-a205-1ed58990268c,Book 9768,3
Author 9,adf1be97-9d15-49cb-a70d-cf05ac540405,Book 9769,3
Author 10,24fb95f9-6aa5-4d11-87ce-51d212f6b071,Book 9770,2
Author 11,322de06c-415c-44eb-baca-78bab8b00973,Book 9771,1
Author 12,2adc6e49-cde4-48f3-bde3-8a94c90dce8c,Book 9772,1
Author 13,27c23694-12b2-4110-956a-df232c41fa82,Book 9773,2
Author 14,939385c2-5740-4a0d-bd2c-b0b224d8629c,Book 9774,4
Author 15,822bb775-684e-45b2-9476-5e53b1693cc5,Book 9775,1
Author 16,1a7fdc61-49ab-49bd-906e-68d1c8028d79,Book 9776,3
Author 17,83da0b0e-4452-4603-8e2e-abf9f2d1bea7,Book 9777,4
Author 18,d9172da0-45ce-4238-8931-5b76d8a5b416,Book 9778,1
Author 19,ee40181c-df92-4ad5-a587-b6dce34aa87c,Book 9779,3
Author 0,69d63cbf-d3fe-4788-ae5f-d6c78d4290d3,Book 9780,5
Author 1,9d45e34d-608b-41d8-8b14-ece0b98f205c,Book 9781,3
Author 2,5334b228-4dcc-4134-8dd7-31cc06c78a6a,Book 9782,1
Author 3,a1229e91-fb60-4850-a074-43ea342c70ef,Book 9783,1
Author 4,3491da94-8aba-4ada-a0c8-4b49575aa5f7,Book 9784,5
Author 5,7ca251fb-17cc-4b1f-9b7f-574f04328f99,Book 9785,3
Author 6,162c1603-9b84-48d2-9260-66074e6a5744,Book 9786,1
Author 7,bd7f1a72-c477-4f7a-aaeb-8e4bfebabb59,Book 9787,5
Author 8,eab0defa-7a1f-4cce-842d-3a8795abf4f2,Book 9788,5
Author 9,992a8408-2f0e-4001-9443-96011091e8ad,Book 9789,5
Author 10,e946f3a9-4211-44f1-bcdd-aba075c0c7c2,Book 9790,3
Author 11,2c68e4b5-5d04-49bf-8051-2ebc6023ef43,Book 9791,5
Author 12,a25701ff-bc0b-4252-92de-b6abd1fe8ea9,Book 9792,4
Author 13,6993233e-e373-4fa2-b2b4-c9489c2ed92e,Book 9793,4
Author 14,4548f8e5-ee87-4908-89ba-c9a97669a106,Book 9794,2
Author 15,73ee1617-dc1c-4e8e-a81a-1b4de1b67e6f,Book 9795,3
Author 16,282e7925-cd7f-4a56-bc10-86d7970d78d6,Book 9796,5
Author 17,0879a71c-0dcb-4fdb-88fe-c22f686df697,Book 9797,5
Author 18,d4329b4c-6c70-4512-b308-80f763c9e95c,Book 9798,4
Author 19,8569a2ef-7572-4f58-9214-53bd8039cde5,Book 9799,4
Author 0,2429c1dc-cf9c-4b90-ae63-65dc0af55e09,Book 9800,2
Author 1,1ec06cf5-6bd8-4f74-aa03-1c8c35239ed8,Book 9801,1
Author 2,492ff11a-ff20-410e-8d12-f5fe419226a6,Book 9802,2
Author 3,1c24e9a5-c287-4efa-bc08-63625875d43f,Book 9803,1
Author 4,5461c45c-7c3a-47f0-b589-5ded9df40c24,Book 9804,3
Author 5,9da34674-62ac-47de-bd54-b6583bfc6027,Book 9805,1
Author 6,e7917ade-6e1c-457d-82ee-774f7d2e1278,Book 9806,3
Author 7,579da56b-2814-4c8f-bc6c-773ee4e15ee7,Book 9807,2
Author 8,aff7369a-2198-45c4-bdbe-0b0e8f2cff71,Book 9808,4
Author 9,a186d58c-100c-4d8e-b5a6-cecebea8a17a,Book 9809,2
Author 10,148e6564-9f51-4334-8115-25671bd55f89,Book 9810,1
Author 11,073d4704-3705-4dfd-ac77-6602dd066558,Book 9811,4
Author 12,2e99b287-cc6d-4222-895d-65976fe7cb0a,Book 9812,2
Author 13,169478f5-e708-46fa-ac71-99a7c1b8c7d2,Book 9813,1
Author 14,bfefef24-71ff-483b-95fa-3db105d5dbff,Book 9814,2
Author 15,bd52c861-0e5f-471d-98f0-8c606fa0aef0,Book 9815,3
Author 16,6ecc4d20-e1d2-4a4b-b2c3-2aa66f28680d,Book 9816,4
Author 17,5a362bdd-2fc3-4f74-9f8b-1d0910907784,Book 9817,3
Author 18,fabaadd1-adba-4c5f-b85c-3dc260cbd938,Book 9818,2
Author 19,7fe7589c-b832-464a-bb48-4c04f3ca3b6d,Book 9819,1
Author 0,7ffcfb2e-d33d-4e0b-a3ad-f6f14eb90b88,Book 9820,4
Author 1,2db486c7-af82-47f6-b39e-f90b71a82829,Book 9821,1
Author 2,47115fdb-8806-4a6f-93bc-10a221951aaf,Book 9822,5
Author 3,db00a093-d56d-41f1-ba2e-eaa052a5a701,Book 9823,1
Author 4,baa7c35e-5e1d-4bd9-8013-e2ae5c845281,Book 9824,3
Author 5,9b243774-e14f-40e6-917d-8c39878f2136,Book 9825,2
Author 6,f85226fe-f1fb-42f4-b3f7-8e6a0920d69c,Book 9826,3
Author 7,34941341-26ea-452e-8110-074c4a3dc864,Book 9827,2
Author 8,e4a3d962-983c-42d5-afe7-ea86ba4ae34a,Book 9828,1
Author 9,93f077de-2e81-4478-ae5f-cd49c40369e4,Book 9829,2
Author 10,11c01a83-e94b-4f93-8f2b-968772976e84,Book 9830,4
Author 11,3a1d670b-69bc-4afa-bafe-575f8cb75103,Book 9831,1
Author 12,dfa858a6-0da5-4ab6-8fe4-0d1f163700ec,Book 9832,5
Author 15,dc2c7627-a617-478b-841e-ec8f6f9da7d0,Book 11455,2
Author 16,84ab9e89-7b3b-4336-8ed9-1e2885c2bcbe,Book 11456,2
Author 17,468d7453-a14d-448a-83c1-6dce0d5cd4ff,Book 11457,4
Author 18,da4f2c56-52bd-4c0d-847e-851f0427d0d9,Book 11458,4
Author 19,11546e16-918b-42d0-9786-788e1ec72d72,Book 11459,1
Author 0,bb1fde4a-5c75-43b7-ae24-34d68929edd3,Book 11460,3
Author 1,52d3c934-684b-4a7b-b201-f8fedde93bcb,Book 11461,5
Author 2,9db30bbc-b44e-4b71-b0d7-927c7bdf3f34,Book 11462,1
Author 3,b2a695ac-ef1d-4769-a19f-8490f327134b,Book 11463,1
Author 4,f4846644-8a1d-47ac-8aac-9ec6f81d140c,Book 11464,1
Author 5,cd644f0d-0e61-4023-a2f0-2eb8b20a9e3c,Book 11465,4
Author 6,db4f0085-a9f2-42e3-bc7e-f552468a95ff,Book 11466,2
Author 7,0982510b-e839-4c98-8183-74e8def2ee92,Book 11467,4
Author 8,e7d09e57-d19a-4fd2-bd4d-a6cde6954d14,Book 11468,5
Author 9,bb34c55a-4633-4560-90e5-0d7b1cd54cd6,Book 11469,3
Author 10,927abe4e-4ce2-4dbf-8c75-ee97dd810ded,Book 11470,1
Author 11,8e8cd040-e2ae-439e-83d1-e738afef1493,Book 11471,2
Author 12,9708086e-7595-4104-b116-612e64fa7ffd,Book 11472,1
Author 13,24ea1ca1-aad2-47e6-a234-6de0eedd65da,Book 11473,1
Author 14,a89f71a8-c92c-498d-a7cc-b4b8ef1e3313,Book 11474,2
Author 15,b635a616-e2da-4717-8b5b-29ef878cd3d7,Book 11475,4
Author 16,941c8ebd-05ae-4e45-8bd0-9600319292f8,Book 11476,2
Author 17,2262812d-520b-4761-8ef3-1ddb056ec01c,Book 11477,1
Author 18,b1f950c4-dd67-4946-885a-533d65f1a0a6,Book 11478,3
Author 19,6ac187a6-e266-4b12-810f-ffff27d164c2,Book 11479,1
Author 0,bf0f3062-284e-4bfe-b4ea-2eec17770777,Book 11480,3
Author 1,9f876ab1-f327-40be-8283-cd6615ee17e1,Book 11481,3
Author 2,3269147c-6df9-4c15-88c3-793910de1cc6,Book 11482,3
Author 3,020392cb-d7ed-4ebe-9e15-8c0fd4c982fc,Book 11483,3
Author 4,db1b7b4d-c012-411a-96ca-98e34f29106c,Book 11484,5
Author 5,c3055af2-b1d1-4d56-a690-15f69f7a6eee,Book 11485,4
Author 6,8454b519-a1a4-43b3-85e7-48a933b066fd,Book 11486,2
Author 7,04cde09c-d2fd-4db2-a36d-22d07eaf5c3e,Book 11487,2
Author 8,0b9aa92a-7682-45f4-9e13-2d34cc848793,Book 11488,4
Author 9,79da5630-61a0-4f67-8da3-c116e2a94b14,Book 11489,5
Author 10,38e8346a-5a16-46fe-9f10-acc7a7f8bfb5,Book 11490,1
Author 11,54d8083d-dd79-49ce-8474-6d24fac985b8,Book 11491,3
Author 12,b3b90d4e-ef5b-40e8-8434-8c3e71062b12,Book 11492,4
Author 13,690eacd2-4a55-4d55-91bd-e72b063b6dbb,Book 11493,5
Author 14,52459523-34d0-4a1d-b901-a10075e4313b,Book 11494,2
Author 15,4717d516-4a0b-4790-bf95-d9cfd6c4770d,Book 11495,1
Author 16,ba3e8f8f-ce96-4397-a5b9-936ebdd2f0da,Book 11496,3
Author 17,5fd752af-b933-46c5-a3db-945ea3c1377d,Book 11497,2
Author 18,2723e8fe-8561-4b03-b74c-d8ff79223626,Book 11498,2
Author 19,2f4bb2b9-edf7-4dc1-9442-f56381e84810,Book 11499,5
Author 0,2a4ea797-4e7f-4327-9182-bfdef050aaa1,Book 11500,1
Author 1,eba4a191-23b2-4797-b4ef-9d92d357f6bf,Book 11501,2
Author 2,cf221eea-cc67-40ba-8752-38bce1cb9e09,Book 11502,2
Author 3,3e2dc266-9450-4dda-b265-12df72e0f19e,Book 11503,1
Author 4,228d24d7-4441-41c8-9f14-b6a0416e6756,Book 11504,1
Author 5,2aee00ac-9f35-4e25-9781-b88d10e8e83c,Book 11505,2
Author 6,3a823f8f-0e46-4a78-8014-25ca23e92c86,Book 11506,3
Author 7,b6267bb6-8867-4eee-9103-de720a514517,Book 11507,1
Author 8,9980e8b7-285c-482c-a880-4ed1707f5fdc,Book 11508,3
Author 9,a6e5a1ba-e5d8-4e27-8b9c-ab6054a6e31b,Book 11509,5
Author 10,ba76dee7-65af-4d7c-a553-24f87673e52f,Book 11510,2
Author 11,28c75094-cb28-46ad-8bd2-f13c7a33e6cb,Book 11511,3
Author 12,236a27a9-00bc-48b5-8d9f-973cf3114da9,Book 11512,1
Author 13,963b03d1-d661-4854-8ef3-60dcba532b90,Book 11513,4
Author 14,717d7031-1aa5-482e-9957-a5287c595302,Book 11514,2
Author 15,f743dfb4-4d57-421d-9616-5345f890853a,Book 11515,2
Author 16,83558070-a5a6-4f70-a705-422e1f0b3cc4,Book 11516,3
Author 17,c3746ec2-4583-419e-b182-818aa324771e,Book 11517,2
Author 18,5cd2656a-7e4b-434f-8b44-014430db5ae9,Book 11518,1
Author 19,203750d1-b33d-4d8a-b89f-87c9bb89c3f1,Book 11519,1
Author 0,6cf636c1-6ad3-4f34-afe5-9c6e9eb7ec22,Book 11520,4
Author 1,b7268fb6-99ba-454a-942d-680e7e7b6880,Book 11521,2
Author 2,aa4f11b0-020b-427a-ad9a-8791f5da4910,Book 11522,3
Author 3,88fbaea4-257e-4aaa-95b1-8e7a5062967a,Book 11523,1
Author 4,23294629-1c66-4ec1-b1f9-9ff4b895bb5b,Book 11524,1
Author 5,b5d69285-7f2e-4665-851e-0e91becdafb5,Book 11525,3
Author 6,2a8e1dc6-aaea-4cfa-9259-1cccac8b943b,Book 11526,2
Author 7,5160993f-efd4-4e73-81c1-79475f868ca5,Book 11527,1
Author 8,d0b51cb4-c337-49fd-a065-e7f4e31cd0e1,Book 11528,1
Author 9,62283122-9175-4d8c-befe-f58e5aee1931,Book 11529,1
Author 10,e3aff9da-04a5-4e94-b032-7fb698019c1c,Book 11530,4
Author 11,b486af4a-a435-421a-a08a-5dd761b7eb7f,Book 11531,4
Author 12,201978ff-680c-4cea-a5c7-5d568a984c05,Book 11532,4
Author 13,d0d81824-f68e-4a24-8cae-3a75b9a03e95,Book 11533,3
Author 14,64bb5652-9877-4d8c-90c7-e0a0a6fdbd03,Book 11534,5
Author 15,0db8a061-7717-44e8-83e4-f9c8d59cc949,Book 11535,2
Author 16,e6e9a2a9-97e2-474b-820d-2563a8730dcd,Book 11536,1
Author 17,a12f5759-aeac-4c53-8f28-95b2ebe0d536,Book 11537,2
Author 18,86dd5c9c-b674-428a-b960-05f6f41ac69e,Book 11538,3
Author 19,91cae5e4-6c7c-4b1e-a6c8-131fd93dc27b,Book 11539,5
Author 0,5f4757b3-958d-473f-a4e2-446abbcd3e28,Book 11540,2
Author 1,c718cfe3-61eb-4d74-b793-c562151e4b18,Book 11541,2
Author 2,d41774a7-abf3-42ed-a8f6-279f63dcd139,Book 11542,2
Author 3,93ff7452-0efc-4f89-b4f5-00472c785750,Book 11543,5
Author 4,3e6fee8a-0fd9-4f3d-b133-16bd23b5849c,Book 11544,4
Author 5,1575987b-9de3-4137-a1d2-78526e32a443,Book 11545,1
Author 6,ea8b3b0c-0004-4012-843c-1ba43fcd03cc,Book 11546,4
Author 7,bd365c50-3ce3-4ef3-a19f-72ba1992c420,Book 11547,1
Author 8,fd8ed3aa-84a6-4b3a-9390-826568c197d2,Book 11548,2
Author 9,6f0e5ea3-511b-4bd7-95bc-094e1bc9d4f9,Book 11549,1
Author 10,ac62bd7a-2980-4246-8461-858fc3edb836,Book 11550,2
Author 11,2bdd59a6-7cae-43fc-8dbf-a5d074387ad0,Book 11551,1
Author 12,dcb09784-4e45-4fd9-9f7b-38a4d237998e,Book 11552,2
Author 13,13602b67-6b32-4545-bdef-1de9193c5a98,Book 11553,3
Author 14,bd4783e0-8343-4dae-b66a-f4507547a59b,Book 11554,5
Author 15,e80dcc92-32af-4615-90fd-632e9c8f394b,Book 11555,3
Author 16,5d641667-765c-428a-9125-b3dfe8a4b18f,Book 11556,1
Author 17,28ecb635-a4b6-408c-a47a-0ce39fd56168,Book 11557,2
Author 18,c50a8e00-644a-4c5d-babf-d9b123ffda35,Book 11558,2
Author 19,1aed21cd-3af1-4a8a-a1eb-c5cb58ab0dec,Book 11559,5
Author 0,d3f1d5c3-9798-418d-8c83-aaf748a718c0,Book 11560,4
Author 1,034456d0-5f21-4e44-b30d-a17527202572,Book 11561,3
Author 2,c7ecbbda-1ab5-4858-a588-5a881910a110,Book 11562,1
Author 3,fcbe14d8-6620-4f5d-82dc-9de0f7403301,Book 13183,2
Author 4,c6fc2659-d2e5-4f90-8b98-4d28124a35fc,Book 13184,4
Author 5,4b5461a4-f376-4d47-84a5-11131898abfe,Book 13185,5
Author 6,a27893d9-6f18-488a-b6d6-239bd8781275,Book 13186,3
Author 7,9e8cf4c9-3b0b-4295-95fe-ba0e275c3e33,Book 13187,5
Author 8,36c05be5-9573-4aa0-93c5-7d47bd1e8a04,Book 13188,4
Author 9,914a1a97-7bf4-4e8f-aa1e-7f7ad8a286b8,Book 13189,4
Author 10,ceca6404-5bbc-414d-8b1e-eabd3eee02af,Book 13190,1
Author 11,75457735-3fb2-4ca0-b4ac-bfb7f7ba15c2,Book 13191,3
Author 12,39ca7321-54c6-49d4-aa08-300ca2185e69,Book 13192,1
Author 13,636c4e35-1a0e-4516-8cb5-732ab9c11751,Book 13193,2
Author 14,072659be-b0fd-45bc-abf6-07e0a10c9065,Book 13194,3
Author 15,0ac83ca8-6c98-41b9-bd8f-8495ac0d97d7,Book 13195,1
Author 16,ab6135c9-091e-4f02-8bab-9250bca6fbd0,Book 13196,5
Author 17,904549e7-3689-4be3-b7fa-d6d250552141,Book 13197,3
Author 18,d37f352f-0252-4294-bc45-f1147b76b6ab,Book 13198,3
Author 19,76b1cb55-48e3-45e4-ab2b-d723b48d7192,Book 13199,3
Author 0,ca5e36cc-c0da-46d6-82f8-06e3ab60b4eb,Book 13200,2
Author 1,eab13311-4872-4e3b-abef-74a29118ac77,Book 13201,2
Author 2,49724081-f18d-4125-8329-a964726aa8c5,Book 13202,1
Author 3,9b2a7246-9c5f-4a62-bb0b-559a2dbf9fcc,Book 13203,1
Author 4,344c1ad6-1e95-49ae-a40e-7efc36b1002c,Book 13204,4
Author 5,a1cd35ce-ace1-49b2-8e70-a233dffb998b,Book 13205,2
Author 6,5b0405ab-4720-40f6-b740-f7d62c0b2bda,Book 13206,3
Author 7,f77aa8c9-e75c-47ec-b1b4-8a6f0acca6ea,Book 13207,5
Author 8,7578cf1f-6f0f-4a9a-a657-65716b4d42f0,Book 13208,2
Author 9,8986df9a-36a8-41f3-bcd7-a8d7c4d8cd34,Book 13209,4
Author 10,ab2462a2-8d19-4d78-ba69-1713dc76b283,Book 13210,4
Author 11,cb6e8e87-c348-4c0d-b5fb-fd15effe8925,Book 13211,2
Author 12,80c2092e-eb5d-4b0f-9654-9cd2b56c78f7,Book 13212,4
Author 13,bdc2735c-f8ae-43e8-92cb-b77ca810a97c,Book 13213,1
Author 14,e5b81d00-78b2-4320-ab5b-beaf7ca46f88,Book 13214,5
Author 15,d333986d-2d47-4439-9d2d-6767b194fb18,Book 13215,3
Author 16,48898174-8248-4f00-9be3-7c39b601da27,Book 13216,2
Author 17,badf7eef-5cbb-412f-a155-ffc0cc88dc14,Book 13217,1
Author 18,5a11493c-293d-4b07-8139-694912d2fa12,Book 13218,2
Author 19,69eeba2b-923b-4c12-85e1-f632e2d59ec7,Book 13219,5
Author 0,c5852a9a-15cc-44e2-b718-8c41b3f6724d,Book 13220,4
Author 1,2d800fe6-812d-4ac5-a492-4ca02b7cd1b7,Book 13221,2
Author 2,e2985991-2f45-4259-92c1-7fb4a0d167d5,Book 13222,1
Author 3,4dacb93f-d725-4b64-a9dc-49f32d0a3fc6,Book 13223,4
Author 4,8a13519f-a009-4480-80cc-349396ed388a,Book 13224,1
Author 5,c3fc6e30-a148-4b23-8f98-f914d6a49d39,Book 13225,3
Author 6,c5874d14-b57b-4654-939a-a3f3f5ca5d46,Book 13226,5
Author 7,aa63b996-aa14-41ac-abf3-7c2feebb93ea,Book 13227,3
Author 8,0a34bd94-55de-4758-a07a-1dc7434f20a4,Book 13228,1
Author 9,3e683a33-0695-4b70-a2ac-598ee2eb272c,Book 13229,1
Author 10,357a1895-ad1f-4bf4-acd7-c17c1154803d,Book 13230,4
Author 11,7c4e52f4-42c6-41fc-a927-d06340167173,Book 13231,4
Author 12,6e1f6005-9bca-41d5-9307-ce2f77f66c98,Book 13232,2
Author 13,cf75bb56-70f5-477b-915a-904a2b6430c1,Book 13233,1
Author 14,dd9d61dd-c68a-4897-9965-ceadc57e4bcd,Book 13234,1
Author 15,73806eb2-28ce-4672-adca-707ebcfdf018,Book 13235,3
Author 16,998c57e1-4654-41b7-8d93-2b86096c08be,Book 13236,5
Author 17,43ba9bdc-0d59-4eed-8162-08505eedd34b,Book 13237,1
Author 18,fcdd4b66-3643-4950-91b7-5176f2a98e81,Book 13238,2
Author 19,11d277da-7fb6-428f-9388-06ea24a98905,Book 13239,4
Author 0,02de8a68-1794-4d40-b0f5-578874e98811,Book 13240,3
Author 1,6132c215-27e1-4c46-87e7-86bb6b00beef,Book 13241,2
Author 2,331ac4f5-eceb-4742-b975-7cd8fd270cb5,Book 13242,4
Author 3,70f118a4-9f8b-4a94-8a8a-f6ecd867f5f2,Book 13243,2
Author 4,b287ef08-e9d9-4c49-89bc-4ab1dd099e13,Book 13244,2
Author 5,5d8aa2e7-b788-49d8-8cbe-92b5bef56c24,Book 13245,3
Author 6,b4377187-d43f-47fa-ab52-72e1f490713b,Book 13246,5
Author 7,c865274a-6891-4dce-a046-44dff6d25b36,Book 13247,4
Author 8,c4f0f4cc-2e93-46b6-91d0-9344b769793b,Book 13248,2
Author 9,b2f8e71e-a90a-4b8b-99f6-57c95b8a6878,Book 13249,4
Author 10,f04600fe-72ed-4ec2-937e-d47ae43c0812,Book 13250,3
Author 11,c0eeb705-ac97-4959-9caa-b87c5c44c873,Book 13251,3
Author 12,6cfdd319-c31b-40ab-ac3b-92f7ea33a831,Book 13252,1
Author 13,9b30e256-67e2-49fd-93dc-77200d48204f,Book 13253,3
Author 14,4526e72d-89d0-43b3-af4f-6d2e72784146,Book 13254,2
Author 15,e4f24680-89da-4277-ad36-b3dc6090909c,Book 13255,1
Author 16,38f3ed2c-1a20-43b5-8164-70ebf288ca63,Book 13256,2
Author 17,2e265d28-8e85-4266-9419-3e93274014d1,Book 13257,1
Author 18,bc5b3a11-8e23-47b6-b197-5cc3f192ea90,Book 13258,2
Author 19,b66f1cdf-b526-4f6c-8d1d-0b1e65ad36a1,Book 13259,2
Author 0,81916158-7acc-4630-83fe-1964e2377f54,Book 13260,4
Author 1,f1fd316c-0625-43a4-8efa-330371f83acd,Book 13261,1
Author 2,ddf22c3e-8603-4432-99e7-05fb59095e15,Book 13262,4
Author 3,d1865769-2887-4d01-8ab6-a40eb5bc3ca3,Book 13263,3
Author 4,caaff807-4b98-49a4-b36c-0057eae0be57,Book 13264,5
Author 5,9f80d586-ff91-4d13-b2bb-28c7f9c4ab76,Book 13265,5
Author 6,63bd670d-4876-4198-b1a3-bf59898860ff,Book 13266,5
Author 7,7f3f2d11-c8fa-40b8-adf0-affb55debe21,Book 13267,1
Author 8,96fc755d-0059-48f9-aacc-12691f0186b3,Book 13268,5
Author 9,b376211b-437e-4628-8dbd-dab760cac6ed,Book 13269,4
Author 10,f296a5ff-0816-4288-85ed-fa82085f82cf,Book 13270,3
Author 11,afb744e7-2939-47ac-b586-0a257314768d,Book 13271,4
Author 12,fe744e69-cc2b-4d64-ad81-1f7a6edf025a,Book 13272,5
Author 13,1909be8b-4f10-4c6c-a2fa-abd205e957bf,Book 13273,3
Author 14,d2d0025f-2d34-4b1d-9796-89f0a481ccee,Book 13274,2
Author 15,49f4fb91-27ec-4eb7-8f76-0683958b954a,Book 13275,1
Author 16,01b34d2e-6c97-449b-8b09-cbb867f26e48,Book 13276,1
Author 17,2f2687e5-f696-4230-a38f-1fe91d86d31a,Book 13277,2
Author 18,05d2a41d-9e14-4e13-a6e0-5eb48a7bdb67,Book 13278,2
Author 19,3b7e8927-b0e9-48e9-afd3-fa52ffe4be7d,Book 13279,5
Author 0,e38c6f9d-6482-4101-8b8f-664d5a746b49,Book 13280,5
Author 1,dcc2ed20-c467-4b53-883d-3205d068c76d,Book 13281,3
Author 2,a7b428e4-7724-4f8e-b63f-fcc977300676,Book 13282,2
Author 3,832ea13b-a701-48a6-a577-143d86d46f49,Book 13283,5
Author 4,83f455ef-9278-4838-a38c-a3b0e55e7d03,Book 13284,5
Author 5,eae3f32c-90ca-40d5-870d-8e8244deddaf,Book 13285,5
Author 6,e7a78379-707a-4b45-966a-54d7ea025cba,Book 13286,5
Author 7,3b0bf3fb-b26d-49bf-99bd-ef99e648e2ab,Book 13287,3
Author 8,f229389d-861e-448e-b3e4-bea4cfc69d40,Book 13288,4
Author 9,7c37dadb-5696-4bbd-b306-12b8d123df2d,Book 13289,1
Author 10,fd8d5dc1-b3ac-4e60-8296-f2c66cfe9341,Book 13290,2
